track_id,name,artist,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
TRKTHXU12903CD4CC5,Things Can Only Get Better,Howard Jones,"80s, new_wave, synthpop",Rock,2017,236466,0.757,0.688,7,-7.492,1,0.0339,0.0378,0.00026,0.0832,0.869,108.245,4
TRXDVGK128F4264C1D,Party,Beyoncé,"pop, 80s, soul, funk, american, rnb, synthpop, chill",Rock,2011,245480,0.648,0.593,10,-6.267,1,0.0506,0.0188,0.0,0.169,0.712,160.979,4
TRABQCU128F4263E52,In A Big Country,Big Country,"rock, 80s, new_wave",Rock,2005,348066,0.532,0.942,9,-4.978,1,0.0643,0.00239,0.0144,0.973,0.678,126.778,4
TRIPZMJ128F93366F5,Bye Bye Badman,The Stone Roses,"rock, indie, 80s, british, britpop",Rock,1989,244466,0.63,0.556,7,-15.049,1,0.026,0.0536,0.00129,0.0828,0.907,103.052,4
TRIJXSC128F14768F0,Broken Promises For Broken Hearts,She Wants Revenge,"alternative, indie, 80s, new_wave, post_punk, synthpop, gothic",Rock,2005,197280,0.626,0.638,0,-6.71,1,0.0285,0.000322,0.0927,0.433,0.591,130.006,4
TRGJXVO128F429E90B,Double Dare,Bauhaus,"80s, new_wave, post_punk, gothic",Rock,1980,294200,0.421,0.963,0,-9.87,1,0.108,0.0164,0.622,0.117,0.0943,96.279,4
TRHUSLA12903CA449E,Life's What You Make It,Talk Talk,"80s, new_wave, synthpop",Pop,2009,266640,0.532,0.822,1,-8.377,1,0.0335,0.0335,0.344,0.0517,0.949,91.861,4
TRLNAND128E078894A,Winterlong,Pixies,"rock, alternative, indie, 80s, cover",Rock,2004,188666,0.512,0.719,0,-11.533,1,0.0433,0.0769,8.23e-05,0.197,0.432,120.973,4
TRSXIGQ12903CE4EEA,Strangers Like Me,Phil Collins,"80s, soundtrack",Pop,2009,175911,0.517,0.653,3,-9.794,1,0.0465,0.208,0.0,0.111,0.656,128.05,4
TRBFJMI128F92E535C,Private Dancer,Tina Turner,"pop, female_vocalists, 80s, soul, pop_rock",Reggae,2012,431733,0.536,0.635,4,-8.535,0,0.0478,0.167,0.00349,0.0927,0.469,114.996,4
TRUEELD128F9304615,The Rose,Bette Midler,"pop, female_vocalists, 80s, 70s, oldies, love, beautiful",Country,2010,216400,0.345,0.252,0,-8.306,1,0.0297,0.958,0.0,0.39,0.154,129.994,4
TRGTYNW128F933BF1A,Mothers Talk,Tears for Fears,"pop, 80s, new_wave, synthpop",Rock,2000,300653,0.637,0.976,2,-7.021,1,0.0483,0.0126,0.0182,0.318,0.514,119.147,4
TRFZQNY12903CA7674,In Your House,The Cure,"80s, new_wave, post_punk, gothic",Rock,1980,246400,0.885,0.366,2,-12.795,1,0.0387,0.269,0.767,0.0724,0.974,104.732,4
TRYACDU128F1482620,Nocturnal Me,Echo & the Bunnymen,"alternative, 80s, new_wave, post_punk",Rock,1984,297960,0.502,0.578,9,-10.975,0,0.0266,0.159,0.0004,0.112,0.586,85.245,4
TRSENSW12903CCA045,All We Ever Wanted Was Everything,Bauhaus,"80s, new_wave, post_punk, gothic",Rock,1986,230800,0.597,0.188,0,-20.031,1,0.0351,0.26,0.155,0.173,0.278,116.17,4
TRARPGT128F4284F17,Maybe Someday,The Cure,"alternative, alternative_rock, 80s, new_wave, post_punk, gothic",Rock,2000,304946,0.366,0.908,0,-4.224,1,0.0407,0.148,0.00163,0.315,0.489,180.026,4
TRACQIL128F931B8AD,For Your Eyes Only,Sheena Easton,"pop, 80s, soundtrack",Reggae,1981,187466,0.45,0.407,7,-10.58,1,0.038,0.81,3.17e-05,0.355,0.082,82.168,4
TRRUSXB128F1474B87,Don't Change,INXS,"rock, 80s, new_wave, love",Punk,2002,266026,0.276,0.883,9,-5.625,1,0.0446,0.000252,0.462,0.0973,0.164,164.052,4
TRFPEFA128E078F733,All My Ex's Live In Texas,George Strait,"80s, country",Country,2011,197933,0.769,0.494,9,-9.237,1,0.0305,0.227,6.92e-06,0.262,0.71,130.527,4
TROXGHD128E079296B,Just Like Jesse James,Cher,"pop, female_vocalists, 80s, love",Pop,1999,246000,0.395,0.721,8,-5.335,1,0.0313,0.0802,0.0,0.107,0.474,137.876,4
TRDRSWJ12903CD36C5,Don't Answer Me,The Alan Parsons Project,"rock, classic_rock, 80s, progressive_rock, psychedelic_rock",Rock,2012,245560,0.612,0.771,0,-9.177,1,0.0302,0.0414,0.000117,0.194,0.563,115.137,4
TRABBFC128F428DFC5,We Don't Need Another Hero (Thunderdome),Tina Turner,"pop, female_vocalists, 80s, soul, soundtrack, pop_rock",Pop,2005,255186,0.69,0.674,8,-5.866,0,0.0471,0.201,0.00612,0.114,0.713,98.851,4
TROPJII128F4265941,The Meaning of Love,Depeche Mode,"electronic, 80s, new_wave, synthpop",Rock,2007,185440,0.695,0.779,0,-4.913,1,0.0284,0.251,0.11,0.0768,0.961,150.381,4
TRIVLUT128F9308088,Sitting Still,R.E.M.,"rock, alternative, alternative_rock, 80s",Rock,1983,198626,0.479,0.733,4,-14.276,1,0.0703,0.000968,0.00418,0.0969,0.945,154.304,4
TREGZUW128F1458AA2,Jocko Homo,Devo,"80s, new_wave, post_punk, 70s",Rock,1993,219400,0.578,0.531,0,-12.282,1,0.0971,0.585,0.000706,0.0939,0.758,123.808,4
TREEIXW12903D0CCAC,Lavender,Marillion,"80s, progressive_rock",Rock,1992,224160,0.331,0.55,9,-6.112,1,0.0311,0.309,0.1,0.0875,0.228,138.071,4
TRFQYYJ128F1474B4A,I Want You Now,Depeche Mode,"electronic, 80s, industrial, new_wave, electro, synthpop",Rock,1987,224973,0.283,0.384,4,-17.319,0,0.0808,0.717,0.0,0.437,0.58,102.816,4
TRGLVUM128E0787D33,Everything's Gone Green,New Order,"electronic, 80s, new_wave, post_punk, synthpop, gothic",Rock,1981,332093,0.688,0.948,7,-9.085,1,0.0504,0.000306,0.623,0.0632,0.482,127.879,4
TRCQRMK12903CA6266,Coming Around Again,Carly Simon,"pop, female_vocalists, singer_songwriter, 80s, 70s",Pop,2011,218546,0.636,0.556,5,-6.819,1,0.0285,0.61,7.83e-06,0.0981,0.251,138.234,4
TRTIMJA128F14768F4,Someone Must Get Hurt,She Wants Revenge,"electronic, alternative, indie, 80s, new_wave, post_punk, synthpop, gothic",Rock,2005,286853,0.613,0.75,9,-6.522,0,0.0255,4.85e-05,0.41,0.106,0.421,129.998,4
TRJIIBW128F4293F1F,Gut Feeling,Devo,"80s, soundtrack, new_wave, post_punk",Rock,2004,247160,0.319,0.906,7,-5.149,1,0.055,0.0181,0.655,0.216,0.683,165.661,4
TRNEICS128F932C9C4,Get Your Filthy Hands Off My Desert,Pink Floyd,"rock, 80s, progressive_rock, psychedelic, psychedelic_rock",Rock,1983,76906,0.364,0.152,7,-20.789,1,0.0884,0.812,0.00141,0.0909,0.48,83.33,3
TRNOJEN128F1477293,Synchronicity I,The Police,"rock, classic_rock, 80s, new_wave",Rock,1993,202866,0.424,0.887,7,-10.356,1,0.0469,0.00607,0.0258,0.0716,0.363,197.265,3
TRLOQLB12903CA4EF3,All That,Carly Rae Jepsen,"pop, 80s, synthpop",Rap,2015,278120,0.573,0.475,9,-5.802,1,0.0256,0.148,6.06e-06,0.0742,0.484,80.03,4
TRRVSIL128F9301467,Private Idaho,The B-52's,"80s, new_wave",Rock,2011,225733,0.443,0.96,9,-6.217,1,0.0707,0.0056,0.000228,0.991,0.632,165.981,4
TRRLFCP128F932CED4,When Tomorrow Comes,Eurythmics,"pop, 80s, new_wave, synthpop",RnB,1991,255706,0.516,0.902,5,-10.735,1,0.0507,0.0627,0.0,0.405,0.763,139.393,4
TRIOCCW12903CB595C,Shake It Up,The Cars,"80s, new_wave",Reggae,2011,213520,0.628,0.869,0,-5.35,1,0.032,0.0327,0.00156,0.119,0.856,147.411,4
TRABQDP128F42921F8,Didn't We Almost Have It All,Whitney Houston,"pop, female_vocalists, 80s, soul, rnb",Pop,1985,274413,0.534,0.599,10,-5.943,1,0.0263,0.436,0.000309,0.156,0.31,131.075,4
TRZGCJG128F1482627,Ocean Rain,Echo & the Bunnymen,"80s, new_wave, post_punk",Rock,1984,312666,0.275,0.344,2,-12.67,1,0.0338,0.16,0.00204,0.0832,0.322,102.637,4
TRVVJHW128F4263A02,A Face In The Crowd,Tom Petty,"rock, classic_rock, 80s",Rock,1989,239306,0.678,0.619,4,-13.386,0,0.0266,0.114,0.005,0.0609,0.803,105.577,4
TRLZYBV128EF34569C,Tarpit,Dinosaur Jr.,"alternative_rock, indie_rock, 80s, grunge, noise",Rock,2012,325133,0.11,0.783,0,-8.866,1,0.0627,0.0154,0.864,0.188,0.304,93.12,4
TRPSAZY128E0784488,Cool For Cats,Squeeze,"rock, pop, 80s, british, new_wave, 70s",Rock,1996,219826,0.787,0.89,0,-11.155,1,0.0893,0.312,5.33e-05,0.287,0.96,144.303,4
TRQABWL128F427A7B6,Echo Beach,Martha and the Muffins,"80s, new_wave, post_punk",Pop,2009,213333,0.521,0.848,7,-6.798,1,0.0441,0.101,7.04e-06,0.0556,0.773,163.37,4
TRAUJTZ12903CF7BB4,Working on the Highway,Bruce Springsteen,"rock, classic_rock, 80s",Rock,1984,192266,0.429,0.949,0,-5.295,1,0.0458,0.0842,0.0,0.154,0.967,184.286,4
TRTDLHB128EF35544E,Hazard,Richard Marx,"pop, 80s, male_vocalists, love, mellow",Jazz,2011,254666,0.644,0.344,6,-6.868,0,0.0309,0.773,0.0,0.103,0.371,131.795,4
TRACCVS12903CF86E5,Rush,Depeche Mode,"rock, electronic, 80s, industrial, new_wave, synthpop",Electronic,1993,277600,0.469,0.595,11,-11.837,0,0.037,0.0271,0.0347,0.132,0.175,109.056,4
TRCTNRL128F4287DA1,So Emotional,Whitney Houston,"pop, 80s, soul, american, rnb, love",Pop,1987,276666,0.698,0.792,11,-10.011,0,0.0496,0.268,5.17e-05,0.199,0.796,119.082,4
TRHPZRK128F429B080,Pop Song 89,R.E.M.,"rock, alternative, alternative_rock, 80s, american",Punk,1988,184933,0.602,0.675,2,-10.829,1,0.0306,0.00318,0.000333,0.0816,0.964,128.05,4
TRAGERQ128F429A9BD,Hijo de la luna,Mecano,"pop, 80s",Latin,2016,288000,0.723,0.0649,2,-16.051,0,0.0416,0.942,0.0,0.111,0.479,139.867,3
TRSJZTM128F92E26BE,Tube Snake Boogie,ZZ Top,"rock, classic_rock, 80s, blues, blues_rock",Rock,1987,184293,0.569,0.648,9,-12.15,1,0.0375,0.00382,0.054,0.108,0.965,150.396,4
TRZLKMQ128F92F9799,Come Back To Camden,Morrissey,"rock, alternative, 80s, british, new_wave, 00s, britpop",Rock,2004,254946,0.444,0.516,0,-7.521,1,0.0279,0.122,4.92e-05,0.0598,0.163,120.021,3
TRMELWZ12903CC9692,Delirious,Prince,"rock, pop, 80s, soul, funk, rnb",Rock,1982,240826,0.915,0.402,7,-16.661,1,0.0563,0.0604,0.000588,0.0227,0.96,99.889,4
TRBTHLQ128F4263A01,Love Is A Long Road,Tom Petty,"rock, classic_rock, 80s",Rock,1989,247600,0.639,0.621,4,-10.851,1,0.0316,0.03,7.59e-05,0.0863,0.496,116.333,4
TRROEUZ128E0785DC3,Don't Go Away Mad (Just Go Away),Mötley Crüe,"rock, hard_rock, 80s, heavy_metal, american",Rock,2009,280466,0.288,0.958,2,-4.339,0,0.0724,0.00621,0.0136,0.107,0.547,118.485,4
TRXWOXN128F4245BA3,Situation,Yazoo,"80s, new_wave, synthpop",Rock,2002,346626,0.753,0.607,6,-8.92,1,0.046,0.00722,0.461,0.068,0.395,118.679,4
TRIIHDP128E07828DB,Mandinka,Sinéad O'Connor,"rock, pop, female_vocalists, 80s",Rock,2010,227013,0.615,0.815,9,-5.87,1,0.0412,0.0391,4.48e-06,0.157,0.873,130.118,4
TRQWKPP12903CE517E,Distant Early Warning,Rush,"80s, progressive_rock",Rock,2004,290626,0.155,0.934,0,-6.264,1,0.0547,3.79e-06,0.923,0.958,0.447,147.164,4
TRDFRSK128F425BAD3,Senses Working Overtime,XTC,"80s, new_wave, post_punk",Pop,2009,273920,0.666,0.678,5,-10.359,1,0.0364,0.0562,0.00514,0.125,0.802,129.92,4
TRQPHQJ128F1477665,Break It Down Again,Tears for Fears,"pop, 80s, 90s, new_wave",Rock,2000,272826,0.653,0.784,5,-6.146,1,0.025,0.00222,0.353,0.131,0.444,109.003,4
TRXSLPR128F424DE47,Telegram Sam,Bauhaus,"80s, new_wave, post_punk, gothic, cover",Rock,1986,132040,0.509,0.675,2,-12.117,1,0.0973,0.0497,0.11,0.0369,0.827,92.934,4
TRACMMS128F930696B,Love Come Down,"Evelyn ""Champagne"" King","80s, soul, funk, rnb",Reggae,2014,216880,0.794,0.622,11,-7.694,1,0.0623,0.00538,0.00502,0.0376,0.906,117.258,4
TRSKEUT12903CE46D2,Time Stand Still,Rush,"80s, progressive_rock",Rock,1997,308866,0.528,0.934,4,-7.826,1,0.0457,0.0435,0.0215,0.312,0.585,138.262,4
TRGHOFI12903CA5F24,Crumble,Dinosaur Jr.,"alternative, alternative_rock, indie_rock, 80s, grunge",Electronic,2007,244053,0.311,0.955,5,-5.121,1,0.0715,0.0185,0.503,0.142,0.359,139.707,4
TRIHBCX128F92F3759,She Drives Me Wild,Michael Jackson,"pop, 80s, soul, american",Pop,1991,219866,0.906,0.93,1,-2.081,1,0.208,0.0697,0.0,0.463,0.645,109.545,4
TRDGAUC128E078299D,It Doesn't Matter Two,Depeche Mode,"electronic, 80s, new_wave, synthpop, gothic",Rock,1986,171040,0.688,0.19,4,-17.467,0,0.034,0.902,9.42e-05,0.0876,0.344,109.065,4
TRCVORQ128E078BDD8,24 Hour Party People,Happy Mondays,"indie, 80s, new_wave, post_punk",Rock,2009,281146,0.606,0.905,2,-6.514,1,0.0486,0.000225,0.00199,0.0724,0.672,126.793,4
TRAWZYK128F92F88DA,The Morning After,Faith No More,"rock, alternative, metal, alternative_rock, 80s, progressive_rock, heavy_metal",Rock,2000,223600,0.588,0.877,4,-12.045,0,0.0542,0.00044,0.00077,0.263,0.703,137.858,4
TRIMYUE128F92EBF0B,Jeane,The Smiths,"80s, british, new_wave, post_punk, indie_pop, britpop",Rock,1988,193973,0.623,0.567,1,-3.516,1,0.0306,0.478,4.79e-06,0.0717,0.355,141.893,4
TRUWJIK12903CC278F,Crying In The Rain,Whitesnake,"hard_rock, 80s, heavy_metal",Country,1982,359973,0.462,0.684,4,-14.865,0,0.0526,0.0319,0.000136,0.113,0.517,124.522,3
TRXNXQU128F1497E11,Cities,Talking Heads,"rock, 80s, funk, new_wave, post_punk, 70s",Rock,1979,250306,0.622,0.783,7,-13.366,1,0.0409,0.0882,0.0633,0.294,0.753,130.511,4
TRFDDFS12903CAFC36,The Passion of Lovers,Bauhaus,"80s, new_wave, post_punk, gothic",Rock,1986,231400,0.383,0.525,0,-13.539,1,0.0525,0.00418,0.00557,0.262,0.506,178.275,4
TRJUYHK128F92E73BB,Love Is The Seventh Wave,Sting,"rock, pop, 80s, new_wave, reggae, male_vocalists, pop_rock",Folk,1985,212133,0.533,0.643,7,-9.668,1,0.0429,0.281,0.0,0.317,0.83,80.763,4
TRODNCQ128EF342E37,Sad Songs (Say So Much),Elton John,"pop, 80s, oldies",Pop,2011,249240,0.747,0.86,0,-7.942,1,0.026,0.0794,0.000481,0.348,0.937,107.25,4
TRULGUM12903CF1C4D,Can't Help Falling In Love,UB40,"80s, reggae, cover",RnB,2014,207000,0.626,0.882,2,-7.838,1,0.0374,0.0424,0.00119,0.121,0.825,172.383,4
TRCUUSP12903D043D5,Tear It Up,Queen,"rock, classic_rock, hard_rock, 80s, male_vocalists",Rock,2011,204626,0.506,0.871,2,-5.05,1,0.0634,0.168,0.0,0.131,0.306,90.013,4
TRQHHJK128F92F12C2,1963,New Order,"electronic, 80s, new_wave, post_punk, male_vocalists, synthpop",Pop,1986,337813,0.638,0.925,8,-6.927,1,0.0315,0.00407,0.163,0.0369,0.904,125.613,4
TRGGKUR128F4279EC0,The Ballad Of Lucy Jordan,Marianne Faithfull,"female_vocalists, singer_songwriter, 80s, 70s",Rock,2015,250066,0.699,0.314,4,-15.228,1,0.0377,0.783,0.000787,0.11,0.753,120.705,4
TRLLTZU128F4290E80,"Road, River and Rail",Cocteau Twins,"electronic, female_vocalists, 80s, new_wave, post_punk, gothic",Rock,2013,199198,0.133,0.523,0,-8.619,1,0.0316,7.44e-05,0.0594,0.113,0.317,95.012,3
TRNIQWF128F4251027,Let's Get It Up,AC/DC,"hard_rock, 80s, heavy_metal, blues_rock",Country,1981,234026,0.514,0.904,9,-4.173,1,0.0634,0.000702,0.0334,0.0815,0.682,108.927,4
TRPMNLR128F1468C5B,Something So Strong,Crowded House,"rock, pop, 80s, new_wave, pop_rock",Rock,2011,171533,0.551,0.895,2,-4.876,1,0.0481,0.101,2.31e-05,0.127,0.728,119.735,4
TROYOJI128F4275506,Juicy Fruit,Mtume,"80s, soul, funk, rnb",Rock,2015,350720,0.659,0.693,4,-5.783,1,0.303,0.163,0.00837,0.0907,0.703,193.178,4
TRXGORE128F9313B5C,Empty Rooms,Gary Moore,"rock, 80s, heavy_metal, blues, guitar, blues_rock",Country,2001,253360,0.528,0.545,2,-7.862,0,0.0238,0.22,0.0,0.413,0.327,98.11,4
TRWWVGC12903CB5C50,Freestate,Depeche Mode,"electronic, 80s, new_wave, downtempo, synthpop, gothic",Electronic,1997,404093,0.622,0.766,9,-8.127,0,0.0288,0.704,0.0104,0.105,0.486,95.031,4
TRLVMKI128F42ACCBC,Índios,Legião Urbana,"rock, 80s, post_punk",Rock,1999,328019,0.619,0.373,7,-9.891,1,0.059,0.637,0.0,0.136,0.5,77.973,4
TRUREEP128F9338EEB,The One and Only,Chesney Hawkes,"pop, 80s, soundtrack, 90s, male_vocalists",RnB,2008,223666,0.681,0.697,4,-11.063,1,0.0327,0.357,0.0,0.388,0.775,119.956,4
TRGAXAJ128F92DC403,Endless Love,Lionel Richie,"80s, soul, love",Pop,2012,259733,0.534,0.507,9,-8.544,1,0.0262,0.305,5.93e-06,0.0849,0.267,90.993,4
TRUOGAP128F42893A1,Baby Hold On,Eddie Money,"rock, classic_rock, 80s, 70s",Rock,2009,213426,0.639,0.75,2,-8.578,1,0.0414,0.0779,0.0,0.0537,0.915,120.352,4
TRVYIXE128F92E64C4,Roam,The B-52's,"pop, 80s, new_wave",Reggae,2012,296893,0.583,0.952,9,-5.021,1,0.12,0.115,3.49e-06,0.168,0.646,134.709,4
TRUKSKE128F427560A,Do It Clean,Echo & the Bunnymen,"80s, new_wave, post_punk",Rock,2006,165280,0.409,0.908,10,-5.965,1,0.0636,0.00131,0.00212,0.0954,0.703,149.859,4
TRPTLBS12903D0C6F2,Sally Cinnamon,The Stone Roses,"indie, 80s, britpop",Rock,1995,170706,0.319,0.596,7,-12.574,1,0.0358,0.00502,0.0,0.41,0.286,130.125,4
TRBARYY128F1482E37,Let's Stick Together,Bryan Ferry,"rock, classic_rock, 80s, new_wave, 70s, cover",RnB,2009,177826,0.778,0.88,9,-6.226,1,0.0395,0.113,0.000197,0.091,0.967,120.106,4
TRIOGHM128F149856E,Cherokee,Europe,"rock, hard_rock, 80s, swedish",Jazz,2009,251946,0.506,0.814,7,-5.783,1,0.0637,0.00397,1.66e-06,0.361,0.538,111.028,4
TRXIEYZ128E078891B,You're All I've Got Tonight,The Cars,"rock, classic_rock, 80s, new_wave, 70s",Rock,2002,254706,0.583,0.855,11,-7.972,0,0.0404,0.00417,0.144,0.237,0.664,122.425,4
TRWKKMZ128F1492D5B,Slide It In,Whitesnake,"hard_rock, 80s, heavy_metal",Rock,2013,226905,0.273,0.947,0,-5.434,1,0.102,8.21e-06,0.01,0.82,0.441,133.569,4
TRRYGUA128E0791DD3,Pretty Persuasion,R.E.M.,"rock, alternative, alternative_rock, 80s",Rock,1984,233226,0.37,0.869,2,-11.829,1,0.034,0.00308,0.00266,0.328,0.948,159.194,4
TRAEHNO128F933261F,Don't Fall,The Chameleons,"80s, new_wave, post_punk",Rock,1983,246573,0.425,0.921,9,-6.696,1,0.046,8.19e-05,0.218,0.181,0.483,130.6,4
TRAUJHY128F425B3C0,Islands In The Stream,Kenny Rogers & Dolly Parton,"80s, country",Country,2010,249493,0.525,0.663,8,-4.512,1,0.0327,0.628,0.0,0.0723,0.686,204.016,4
TRFFMLD128F145FDAB,Your Wildest Dreams,The Moody Blues,"classic_rock, 80s, progressive_rock, 60s",Rock,2003,289440,0.535,0.719,7,-10.881,1,0.0422,0.342,0.00839,0.354,0.709,141.337,4
TRPEHOY128F4258738,Kick in the Eye,Bauhaus,"80s, new_wave, post_punk, gothic",Rock,2008,215146,0.675,0.816,0,-5.952,1,0.0743,0.00218,0.0111,0.0481,0.748,120.636,4
TRGELMF12903CA5482,Helter Skelter,Mötley Crüe,"hard_rock, 80s, heavy_metal, cover",Electronic,1983,192000,0.414,0.889,9,-5.38,1,0.0731,0.00121,1.39e-06,0.296,0.421,92.063,4
TRGIDWA128F9318C05,I Can't Drive 55,Sammy Hagar,"rock, classic_rock, hard_rock, 80s, heavy_metal",Rock,1994,252906,0.551,0.827,9,-5.438,1,0.0318,0.00293,7.47e-06,0.102,0.79,133.73,4
TRWPKGD128F4238B57,When It Comes to You,Dire Straits,"rock, classic_rock, 80s, blues, guitar",Pop,1991,302040,0.626,0.654,0,-9.044,1,0.0252,0.204,0.557,0.0931,0.769,87.524,4
TRAPDDF128F42B7D68,Drowning Man,U2,"rock, 80s",Rock,1983,252893,0.542,0.541,4,-11.698,1,0.0306,0.0549,0.000305,0.434,0.468,118.41,4
TRINHOU128E078240B,Catapult,R.E.M.,"rock, alternative, alternative_rock, 80s, new_wave",Rock,1983,236133,0.489,0.896,2,-8.065,1,0.109,0.0429,0.472,0.221,0.676,145.776,4
TRTQZMR128F930313C,Crazy Babies,Ozzy Osbourne,"80s, heavy_metal",Metal,1997,254293,0.425,0.872,3,-6.201,0,0.0584,7.34e-05,0.00285,0.312,0.696,125.227,4
TRBAMVV128F930B5A1,Dream Police,Cheap Trick,"rock, classic_rock, 80s, 70s",Rock,2006,231933,0.458,0.849,9,-7.136,1,0.0391,0.000519,0.00146,0.0852,0.62,137.129,4
TRDBUPF128F9317ADD,All The Things She Said,Simple Minds,"rock, 80s, new_wave, pop_rock",Electronic,2010,257186,0.574,0.863,7,-7.125,1,0.0322,0.176,0.000931,0.102,0.566,103.987,4
TRGGKPZ128F92F97F8,Please Don't Touch,Motörhead,"hard_rock, 80s, heavy_metal",Metal,2002,167226,0.193,0.99,5,-6.561,0,0.249,0.000814,0.0289,0.57,0.0639,187.859,4
TRFHQLO12903CE892C,Coming In From The Cold,Bob Marley & The Wailers,"80s, reggae",Rock,2004,271333,0.73,0.618,5,-6.925,1,0.0853,0.271,0.0,0.0701,0.963,141.468,4
TREEHFU128F4233C1E,Crystal Days,Echo & the Bunnymen,"alternative, 80s, new_wave, post_punk",Rock,1984,145600,0.471,0.841,4,-9.556,1,0.055,0.451,1.08e-06,0.426,0.831,137.993,4
TRTEVBS12903CC50A2,Murder By Numbers,The Police,"rock, 80s, new_wave",Metal,1993,276800,0.662,0.485,11,-12.647,0,0.181,0.0209,5.44e-06,0.108,0.831,144.734,3
TRZBNHX128F427EAE9,Now and Forever,Richard Marx,"pop, 80s, 90s, acoustic, male_vocalists, guitar",Rock,2012,214693,0.399,0.275,7,-10.091,1,0.0274,0.699,0.0,0.109,0.173,78.001,1
TRAAZVF128F145BFED,I Want a New Drug,Huey Lewis & The News,"pop, 80s, pop_rock",Rock,1983,286373,0.663,0.691,2,-12.691,1,0.054,0.0905,0.000342,0.329,0.702,110.293,4
TRAAGEC128E079252C,Metal,Gary Numan,"electronic, 80s, industrial, new_wave, synthpop",Electronic,2009,315306,0.46,0.438,0,-14.144,1,0.0559,0.0406,0.368,0.985,0.184,129.873,4
TRNERXS128F423ED51,Cuts You Up,Peter Murphy,"alternative, 80s, new_wave, post_punk, gothic",Rock,1989,327133,0.63,0.806,4,-10.728,0,0.0412,0.0228,0.00515,0.135,0.802,134.467,4
TRJFZPJ128F1497386,A Bitch Iz a Bitch,N.W.A,"80s, rap, hip_hop",Rap,1989,190600,0.905,0.548,4,-8.131,1,0.381,0.038,0.0,0.34,0.794,97.235,4
TRRLQFB128E0792F78,Lie To Me,Depeche Mode,"electronic, 80s, new_wave, synthpop",Blues,1984,304133,0.65,0.476,11,-16.418,0,0.0373,0.000556,0.0222,0.0843,0.936,112.294,4
TRLHUEQ128F933D15D,Planet Rock,Afrika Bambaataa,"80s, rap, hip_hop, funk, electro",Rap,2008,483853,0.678,0.961,1,-4.21,0,0.0399,0.000151,0.451,0.115,0.458,129.808,4
TRBJPIF12903CCA049,Who Killed Mr. Moonlight,Bauhaus,"80s, new_wave, piano, post_punk, gothic",Rock,1986,298066,0.433,0.363,8,-15.257,0,0.0418,0.88,0.0952,0.0844,0.0844,128.263,3
TRFQPRD128F932FCE9,Primal Scream,Mötley Crüe,"hard_rock, 80s, heavy_metal",Jazz,2009,286893,0.585,0.958,0,-4.967,1,0.0592,0.000382,0.00549,0.163,0.443,103.25,4
TRAROPL12903CD6D04,Decomposing Trees,Galaxie 500,80s,Rock,1997,292933,0.222,0.366,4,-13.78,0,0.0352,6.3e-05,0.00137,0.409,0.308,173.86,3
TRFTSSY128F426A2EE,Southern Cross,"Crosby, Stills & Nash","rock, classic_rock, 80s",Rock,2012,309760,0.397,0.732,2,-8.279,1,0.151,0.659,0.0,0.31,0.631,178.345,4
TRAXMGO128F422F673,Stone in Love,Journey,"rock, classic_rock, hard_rock, 80s",Rock,1981,265560,0.488,0.871,7,-9.447,1,0.0781,0.00472,0.000776,0.676,0.518,118.986,4
TRKQNZA128E0782CD6,New York City Boy,Pet Shop Boys,"pop, dance, 80s, synthpop",Pop,2014,391786,0.682,0.873,2,-7.956,0,0.0377,0.0293,4.03e-05,0.0645,0.966,133.008,4
TRMHCRZ12903CAFC33,Terror Couple Kill Colonel,Bauhaus,"80s, new_wave, post_punk, gothic",Rock,1986,266306,0.699,0.467,4,-13.97,1,0.044,0.0165,0.415,0.107,0.749,127.263,4
TRJLQOC128F42685E0,Your Mirror,Simply Red,"pop, 80s, soul, pop_rock",Pop,2005,253106,0.461,0.417,7,-8.146,1,0.028,0.803,0.00225,0.161,0.327,111.76,4
TRBJJBS128F42ADB96,Who's That Girl,Madonna,"pop, 80s, soundtrack",Pop,2009,238773,0.612,0.857,9,-6.464,0,0.0383,0.25,0.0883,0.0916,0.812,103.833,4
TRCDNWU128F428E4AE,We Hate It When Our Friends Become Successful,Morrissey,"alternative, indie, 80s, britpop",Reggae,1992,150333,0.541,0.881,6,-6.414,1,0.03,0.00234,0.00251,0.171,0.836,143.488,4
TRFXFBA12903D0CB8D,Quiet Life,Japan,"80s, new_wave",Rock,1981,290573,0.664,0.627,4,-14.483,0,0.0346,0.0277,0.135,0.119,0.849,130.72,4
TRSCBNI128F92DC63C,Embarrassment,Madness,"80s, new_wave, ska",Reggae,1980,190893,0.467,0.825,5,-4.847,0,0.0317,0.11,0.0451,0.11,0.88,75.463,4
TRSJBSU128F426FF31,When I Look Into Your Eyes,Firehouse,"rock, hard_rock, 80s",Rock,2005,244040,0.514,0.764,6,-5.135,1,0.0276,0.0074,0.0,0.102,0.467,75.058,4
TRZFNXW128F92FD8F8,Planet Of Women,ZZ Top,"rock, hard_rock, 80s, blues, blues_rock",Rock,1992,245240,0.495,0.93,4,-8.596,1,0.0373,0.00501,0.000399,0.277,0.691,151.436,4
